"NC Code","Supplier","Brand Name","Age","Proof","Bottle Size","Retail Bottle Price","Mixed Beverage Price",
20-675,"Barrister & Brewer","Heart of Mystic Bourbon","004Y","118",".375L","$29.95","$31.83",
20-678,"Diageo NA","Smirnoff Red, White & Berry","","60",".75L","$12.95","$16.70",
20-679,"Fetzer Vineyards","Peerless KY Straight Rye Whiskey","","107",".75L","$130.00","$133.75",
20-684,"Moet Hennessy","Glenmorangie Grand Vintage 1991","","86",".75L","$674.95","$678.70",
20-695,"Campari America","Russell's Resv Single Barrel Rye","","104",".75L","$64.95","$68.70",
20-730,"Beam Suntory","Pinnacle Pumpkin Spice","","70",".75L","$9.95","$13.70",
20-752,"Heaven Hill","Old Fitzgerald BIB  Decanter #3","013Y","100",".75L","$129.95","$133.70",
20-757,"Southern Grace Distilleries","Zero Dark 130","","100",".75L","$29.95","$33.70",
20-761,"Diageo NA","Ciroc w/ 2 50MLs","","80",".75L","$29.95","$33.70",
20-787,"Diageo NA","Crown Royal Hand Selected Barrel","","103",".75L","$54.95","$58.70",
20-790,"Diageo NA","George Dickel Hand Selected Barrel","","103",".75L","$49.95","$53.70",
20-794,"Beam Suntory","Hakushu 12Y","012Y","86",".75L","$99.95","$103.70",
20-795,"Beam Suntory","Hakushu 18Y","018Y","86",".75L","$299.95","$303.70",
20-796,"Diageo NA","Glenkinchie Distillers Edition","012Y","86",".75L","$64.95","$68.70",
20-797,"Brown - Forman","Old Forester Birthday Bourbon 2019","","105",".75L","$99.95","$103.70",
20-800,"Beam Suntory","Pinnacle w/ZingZang Co-Pk","","80",".75L","$9.95","$13.70",
20-808,"Diageo NA","Smirnoff Peppermint Twist","","60",".75L","$12.95","$16.70",
20-815,"Outer Banks Craft Distilling","Kill Devil Rum Shipwreck Series","001Y","80",".75L","$39.95","$43.70",
20-841,"Diageo NA","Bailey's Pumpkin Spice","","34",".75L","$22.95","$26.70",
20-843,"Pernod Ricard","Jameson 18Y","018Y","80",".75L","$149.95","$153.70",
20-849,"Diageo NA","Caol Ila 15Y","015Y","123",".75L","$129.00","$132.75",
20-854,"Laws Distillery","Still Blue Whiskey","","90","50ML","$2.85","$3.10",
20-869,"Park St Imp/ Isl Club Brands","Dixie Southern Vodka","","80","50ML","$0.95","$1.20",
20-871,"Sazerac Co.","Corazon Expressiones Anejo Thomas Handy","","80",".75L","$79.95","$83.70",
20-873,"Diageo NA","Dalwhinnie Distillers Edition","","86",".75L","$74.95","$78.70",
20-875,"Diageo NA","Lagavulin Distillers Edition","","86",".75L","$99.95","$103.70",
20-876,"Diageo NA","Oban Distillers Edition","","86",".75L","$89.95","$93.70",
20-882,"Sazerac NA","1792 High Rye","","94.3",".75L","$37.95","$41.70",
20-883,"Proximo Spirits","Old Camp Spicy Peach Whiskey","","70","100ML","$1.95","$2.45",
20-886,"Luxco","Rebel Yell 10Y S.B. Bourbon Whiskey","010Y","100",".75L","$69.95","$73.70",
20-892,"Fair Game Beverage","Carolina Agricole Rum","018M","80",".375L","$19.95","$21.83",
20-935,"Diageo NA","Crown Royal Noble Collection French Oak","013Y","90",".75L","$59.95","$63.70",
20-958,"Moet Hennessy","Hennessy XO Ice Experience VAP","","80",".75L","$199.95","$203.70",
20-962,"Marsalle/Stoller Imports","OuterSpace CHROME w/ GLS","","80",".75L","$29.95","$33.70",
20-972,"Three Stacks Distilling Co.","Social House Gift w/ GLS","","80",".75L","$19.95","$23.70",
20-984,"Moet Hennessy","Ardbeg 22Y 'Twenty Something'","022Y","92.8",".75L","$549.95","$553.70",
20-995,"Diageo NA","Ciroc Black Raspberry","","70",".375L","$17.95","$19.83",
21-003,"MHW/ Fishbowl","Blue Chair Bay Key Lime Cream","","30","50ML","$1.45","$1.70",
21-004,"The Old Nick Williams Co.","ONW Bourbon","018M","92","50ML","$3.50","$3.75",
21-016,"Sazerac NA","99 Mangoes","","99","50ML","$0.90","$1.15",
21-019,"Heaven Hill","Evan Williams Apple","","70","50ML","$0.95","$1.20",
21-020,"E & J Gallo Winery","RumHaven Coconut Caribbean","","42","50ML","$0.95","$1.20",
21-021,"Luxco","Rebel Yell 4Y 100P","004Y","100","50ML","$1.95","$2.20",
21-022,"Pernod Ricard","Absolut Juice Apple","","70","50ML","$0.95","$1.20",
21-023,"Pernod Ricard","Absolut Juice Strawberry","","70","50ML","$0.95","$1.20",
21-024,"Pernod Ricard","Beefeater Pink","","75","50ML","$0.95","$1.20",
21-025,"Sazerac/ 375 Park Ave Spirits","Van Gogh Double Expresso Vodka","","70","50ML","$0.95","$1.20",
21-026,"Patron Spirits","Patron Reposado","004M","80","50ML","$7.45","$7.70",
21-027,"Patron Spirits","Patron Anejo","012M","80","50ML","$8.45","$8.70",
21-116,"Sazerac Co.","Fireball Cinnamon Whisky","","66","50ML","$0.95","$1.20",
21-121,"Bacardi","Bacardi Oakheart Spiced Rum - 10Pk","","70","50ML","$1.00","$1.25",
21-125,"Constellation Brands","Svedka","","80","50ML","$0.95","$1.20",
21-129,"Diageo NA","Johnnie Walker Blue","","80","50ML","$19.95","$20.20",
21-132,"Sazerac Co.","Rain Vodka","","80","50ML","$0.95","$1.20",
21-134,"Proximo Spirits","1800 Silver - 10Pk","","80","50ML","$2.25","$2.50",
21-135,"Proximo Spirits","1800 Reposado - 10Pk","","80","50ML","$2.25","$2.50",
21-137,"Casamigos Spirits","Casamigos Blanco","","80","50ML","$2.95","$3.20",
21-156,"Bacardi","Bacardi Pineapple - 10Pk","","70","50ML","$1.00","$1.25",
21-160,"Infinium Spirits","Crystal Head Vodka","","80","50ML","$8.00","$8.25",
21-171,"Pernod Ricard","Jameson Irish - 12Pk","","80","50ML","$2.95","$3.20",
21-172,"MHW/ Agave Loco","RumChata - 10Pk","","27.5","50ML","$1.55","$1.80",
21-173,"Piedmont Distillers","Midnight Moon Apple Pie 50ML","","70","50ML","$2.95","$3.20",
21-175,"Pernod Ricard","Avion Silver - 10Pk","","80","50ML","$2.95","$3.20",
21-179,"Bacardi","Bacardi Dragonberry","","70","50ML","$0.75","$1.00",
21-180,"E & J Gallo Winery","New Amsterdam Vodka - 10Pk","","80","50ML","$1.00","$1.25",
21-181,"E & J Gallo Winery","New Amsterdam Stratusphere Gin","","80","50ML","$0.75","$1.00",
21-183,"Diageo NA","Smirnoff Vanilla - 10Pk","","70","50ML","$0.95","$1.20",
21-184,"Diageo NA","Ciroc","","80","50ML","$3.95","$4.20",
21-185,"Diageo NA","Ciroc Peach","","70","50ML","$3.95","$4.20",
21-187,"Diageo NA","Ciroc Red Berry","","70","50ML","$3.95","$4.20",
21-190,"Diageo NA","Smirnoff Raspberry - 10Pk","","70","50ML","$0.95","$1.20",
21-191,"Diageo NA","Smirnoff Peach-10Pk","","70","50ML","$0.95","$1.20",
21-192,"Beam Suntory","Jim Beam Black - 10Pk","","86","50ML","$1.95","$2.20",
21-193,"Mother Earth Brewing","Mother Earth Spirits Gin Mini","","80","50ML","$1.85","$2.10",
21-196,"Ole Smoky Distillery","Ole Smoky Apple Pie Moonshine","","70","50ML","$2.95","$3.20",
21-199,"Lonerider Spirits","Lonerider Bourbon Whiskey Sherry Cask Finish","","90","50ML","$2.65","$2.90",
21-200,"Luxco","Pearl Vodka - 10PK","","80","50ML","$0.95","$1.20",
21-201,"Diageo NA","Smirnoff Orange - 10Pk","","70","50ML","$0.95","$1.20",
21-205,"Diageo NA","Smirnoff Whipped Cream - 10Pk","","60","50ML","$0.95","$1.20",
21-209,"Proximo Spirits","Kraken Original Rum -15Pk","","94","50ML","$1.45","$1.70",
21-210,"Bacardi","Bombay Sapphire","","94","50ML","$2.00","$2.25",
21-217,"Heaven Hill","Elijah Craig Small Batch","","94","50ML","$3.95","$4.20",
21-218,"Sazerac Co.","Taaka Vodka","","80","50ML","$0.65","$0.90",
21-219,"USDP / Phillips","Prairie Organic Gin","","80","50ML","$0.95","$1.20",
21-221,"Campari America","Wild Turkey American Honey - 10Pk","","71","50ML","$1.75","$2.00",
21-224,"Pernod Ricard","Absolut Mandrin - 12Pk","","80","50ML","$1.95","$2.20",
21-225,"Heaven Hill","Burnett's Strawberry Banana-10Pk","","70","50ML","$0.75","$1.00",
21-234,"Heaven Hill","Burnett's 80","","80","50ML","$0.75","$1.00",
21-235,"Bacardi","Bacardi Mango - 10Pk","","70","50ML","$1.00","$1.25",
21-236,"Beam Suntory","Jim Beam Kentucky Fire","","70","50ML","$1.00","$1.25",
21-242,"Diageo NA","Capt. Morgan Spiced 70 - 10Pk","","70","50ML","$1.45","$1.70",
21-243,"Brown - Forman","Woodford Reserve - 12Pk (PET)","","90.4","50ML","$2.75","$3.00",
21-244,"Bacardi","Grey Goose","","80","50ML","$3.95","$4.20",
21-259,"Diageo NA","Smirnoff Sours Green Apple","","60","50ML","$0.95","$1.20",
21-261,"Beam Suntory","Jim Beam Peach","","65","50ML","$1.00","$1.25",
21-262,"Sazerac NA","99 Bananas - 12Pk","","99","50ML","$0.95","$1.20",
21-264,"Pernod Ricard","Absolut Lime","","80","50ML","$1.95","$2.20",
21-265,"Bacardi","Bacardi Banana","","70","50ML","$1.00","$1.25",
21-266,"Heaven Hill","Evan Williams Peach","","70","50ML","$0.95","$1.20",
21-267,"Beam Suntory","Courvoisier VS - 12Pk","","80","50ML","$1.95","$2.20",
21-268,"E & J Gallo Winery","New Amsterdam Apple Flavored","","70","50ML","$1.00","$1.25",
21-270,"Campari America","Skyy Vodka - 12Pk","","80","50ML","$1.75","$2.00",
21-273,"Diageo NA","Ciroc Pineapple","","70","50ML","$3.95","$4.20",
21-274,"Diageo NA","Crown Royal Regal Apple","","70","50ML","$2.60","$2.85",
21-276,"E & J Gallo Winery","E & J Apple Brandy","","60","50ML","$1.00","$1.25",
21-277,"E & J Gallo Winery","E & J Brandy - 10Pk","","80","50ML","$1.00","$1.25",
21-286,"Sazerac NA","99 Long Island Iced Tea","","99","50ML","$0.95","$1.20",
21-287,"Diageo NA","Ketel One - 12Pk","","80","50ML","$2.45","$2.70",
21-289,"Beam Suntory","Knob Creek - 10 Pk","009Y","100","50ML","$4.95","$5.20",
21-296,"Howling Moon","Howling Moon Apple Pie Moonshine","","100","50ML","$3.95","$4.20",
21-302,"Diageo NA","Johnnie Walker Black Label - 12Pk","012Y","80","50ML","$3.50","$3.75",
21-303,"Heaven Hill","Evan Williams Black Label - 10Pk","007Y","86","50ML","$0.95","$1.20",
21-304,"Heaven Hill","Evan Williams Honey","","70","50ML","$0.95","$1.20",
21-307,"Disaronno International","DiSaronno Amaretto - 20Pk","","56","50ML","$2.65","$2.90",
21-308,"Pernod Ricard","Malibu Coconut Rum - 10Pk","","42","50ML","$1.00","$1.25",
21-313,"Proximo Spirits","Jose Cuervo Especial Gold - 10Pk","","80","50ML","$1.95","$2.20",
21-314,"Moet Hennessy","Hennessy VS - 12Pk","","80","50ML","$4.45","$4.70",
21-320,"Beam Suntory","Jim Beam Honey - 10Pk","","70","50ML","$1.00","$1.25",
21-321,"Beam Suntory","Maker's Mark - 12Pk","","90","50ML","$3.95","$4.20",
21-331,"Constellation Brands","Paul Masson Peach Grande Amber","003Y","54","50ML","$0.95","$1.20",
21-335,"Walton's Distillery","E M Walton's Corn Whiskey","","80","50ML","$1.95","$2.20",
21-341,"Heaven Hill","Cinerator Hot Cinnamon Liqueur - 10Pk","","91","50ML","$0.95","$1.20",
21-345,"Diageo NA","Crown Royal Black","","90","50ML","$2.95","$3.20",
21-348,"Bacardi","Bacardi Superior Rum - 10Pk","","80","50ML","$1.00","$1.25",
21-349,"Beam Suntory","Jim Beam 4Y - 10Pk","004Y","80","50ML","$1.45","$1.70",
21-350,"Diageo NA","Smirnoff 80 - 10Pk","","80","50ML","$1.00","$1.25",
21-351,"Diageo NA","Crown Royal - 6Pk","","80","50ML","$2.60","$2.85",
21-352,"Pernod Ricard","Seagram's Extra Dry - 10Pk","","80","50ML","$0.95","$1.20",
21-353,"Diageo NA","Seagram's 7 Crown - 10Pk","","80","50ML","$1.95","$2.20",
21-356,"Heaven Hill","Hpnotiq - 12Pk","","34","50ML","$2.95","$3.20",
21-358,"Brown - Forman","Jack Daniel's Black - 10Pk","","80","50ML","$2.50","$2.75",
21-359,"Diageo NA","Johnnie Walker Red Label - 12Pk","","80","50ML","$1.95","$2.20",
21-360,"Brown - Forman","Jack Daniel's Honey","","70","50ML","$1.75","$2.00",
21-361,"Diageo NA","Tanqueray Gin - 12Pk","","94.6","50ML","$1.95","$2.20",
21-362,"Brown - Forman","Canadian Mist - 10Pk","003Y","80","50ML","$0.95","$1.20",
21-363,"Pernod Ricard","Absolut - 12Pk","","80","50ML","$1.95","$2.20",
21-364,"Campari America","Grand Marnier Cordon Rouge  - 12Pk","","80","50ML","$3.95","$4.20",
21-366,"Campari America","Wild Turkey 101 - 10Pk","","101","50ML","$2.75","$3.00",
21-372,"Bacardi","Dewar's White Label - 12Pk","","80","50ML","$1.95","$2.20",
21-373,"Beam Suntory","Canadian Club 80 - 10Pk","005Y","80","50ML","$1.00","$1.25",
21-374,"Brown - Forman","Gentleman Jack - 12Pk","","80","50ML","$2.75","$3.00",
21-378,"Brown - Forman","Jack Daniel's Tennessee Fire","","70","50ML","$1.75","$2.00",
21-379,"Beam Suntory","Jim Beam Apple","","70","50ML","$1.00","$1.25",
21-380,"Diageo NA","Ciroc Apple","","70","50ML","$3.95","$4.20",
21-383,"Pernod Ricard","Chivas Regal - 12Pk","012Y","80","50ML","$2.45","$2.70",
21-384,"Diageo NA","Crown Royal Vanilla","","70","50ML","$2.60","$2.85",
21-385,"Heaven Hill","Deep Eddy Lemon","","70","50ML","$0.95","$1.20",
21-387,"Pernod Ricard","Kahlua Coffee - 10Pk","","40","50ML","$2.45","$2.70",
21-388,"Beam Suntory","Jim Beam Vanilla","004Y","70","50ML","$1.00","$1.25",
21-392,"Heaven Hill","Christian Brothers - 10Pk","","80","50ML","$0.95","$1.20",
21-396,"Diageo NA","Bailey's Irish Cream - 20Pk","","34","50ML","$2.45","$2.70",
21-402,"Diageo NA","Rumple Minze - 10Pk","","100","50ML","$1.95","$2.20",
21-405,"Beam Suntory","Pinnacle - 12Pk","","80","50ML","$0.95","$1.20",
21-413,"Walton's Distillery","Jr. Walton's Authentic Carolina Moonshine","","100","50ML","$2.95","$3.20",
21-414,"Diageo NA","Bulleit Bourbon","","90","50ML","$3.95","$4.20",
21-418,"Walton's Distillery","Kitty Walton's Apple Pie Moonshine","","30","50ML","$2.95","$3.20",
21-424,"Heaven Hill","Deep Eddy  Orange","","70","50ML","$0.95","$1.20",
21-426,"Heaven Hill","Deep Eddy  Peach","","70","50ML","$0.95","$1.20",
21-427,"Heaven Hill","Deep Eddy  Cranberry","","70","50ML","$0.95","$1.20",
21-430,"Heaven Hill","Deep Eddy Vodka","","80","50ML","$0.95","$1.20",
21-431,"Heaven Hill","Deep Eddy Ruby Red Grapefruit","","80","50ML","$0.95","$1.20",
21-433,"Diageo NA","Smirnoff 100 - 10Pk","","100","50ML","$1.50","$1.75",
21-434,"Speakeasy Spirits","Whisper Creek","","40","50ML","$1.00","$1.25",
21-436,"Sazerac Co.","Southern Comfort","","70","50ML","$0.95","$1.20",
21-437,"Pernod Ricard","Absolut Citron - 12Pk","","80","50ML","$1.95","$2.20",
21-453,"Diageo NA","Don Julio Blanco","","80","50ML","$3.95","$4.20",
21-457,"Heaven Hill","Lunazul Blanco","","80","50ML","$1.85","$2.10",
21-458,"Heaven Hill","Lunazul Reposado","","80","50ML","$1.85","$2.10",
21-459,"Mast-Jagermeister US","Jagermeister - 24Pk","","70","50ML","$2.25","$2.50",
21-462,"Diageo NA","Smirnoff Citrus - 10Pk","","70","50ML","$0.95","$1.20",
21-464,"Sazerac Co.","Goldschlager Cinnamon Schnapps - 12Pk","","87","50ML","$1.95","$2.20",
21-471,"Bacardi","Bacardi Lime","","70","50ML","$0.75","$1.00",
21-472,"Bacardi","Bacardi Limon - 10Pk","","70","50ML","$1.00","$1.25",
21-473,"Bacardi","Bacardi Gold - 10Pk","","80","50ML","$1.00","$1.25",
21-474,"E & J Gallo Winery","New Amsterdam Grapefruit Flavored","","70","50ML","$1.00","$1.25",
21-483,"E & J Gallo Winery","New Amsterdam Peach Flavored","","70","50ML","$1.00","$1.25",
21-484,"E & J Gallo Winery","New Amsterdam Pineapple Flavored","","70","50ML","$0.75","$1.00",
21-486,"Brothers Vilgalys Spirits","Brothers Vilgalys Krupnikas","","80","50ML","$2.00","$2.25",
21-487,"E & J Gallo Winery","E & J VSOP Brandy - 10Pk","","80","50ML","$1.00","$1.25",
21-492,"Heaven Hill","Larceny","","92","50ML","$1.95","$2.20",
21-502,"Patron Spirits","Patron Silver - 6Pk","","80","50ML","$6.45","$6.70",
21-515,"Beam Suntory","Jim Beam Red Stag","","70","50ML","$1.00","$1.25",
21-517,"Diageo NA","Capt. Morgan Spiced 100","","100","50ML","$1.95","$2.20",
21-525,"Sazerac Co.","FireFly Sweet Tea Vodka","","70","50ML","$0.75","$1.00",
21-547,"Brown - Forman","Jack Daniel's TN Apple","","70","50ML","$0.95","$1.20",
21-566,"Walton's Distillery","Mag Walton's Salted Caramel Moonshine","","40","50ML","$2.95","$3.20",
21-567,"Walton's Distillery","Mag Walton's Peach Shine","","40","50ML","$2.95","$3.20",
21-568,"Walton's Distillery","Jr Walton's Pine Shine Colada","","40","50ML","$2.95","$3.20",
21-571,"Lonerider Spirits","Lonerider Bourbon Deadwood Cask Finish","002Y","90","50ML","$3.00","$3.25",
21-572,"Graybeard Distillery","Bedlam Vodka","","80","50ML","$1.50","$1.75",
21-573,"Three Stacks Distilling Co.","Social House Vodka","","80","50ML","$0.95","$1.20",
21-574,"Mayberry Distillery","Mayberry Spirits Toasted Vanilla","001M","90","50ML","$2.60","$2.85",
21-575,"Mayberry Distillery","Mayberry Spirits Toasted Oak","001M","90","50ML","$2.50","$2.75",
21-576,"Mayberry Distillery","Mayberry Spirits Crystal Moon","001M","90","50ML","$2.50","$2.75",
21-580,"US Distilled Products","Kinky Liqueur - 10Pk","","34","50ML","$0.95","$1.20",
21-581,"US Distilled Products","Kinky Blue Liqueur-10Pk","","34","50ML","$0.95","$1.20",
21-584,"US Distilled Products","Kinky Green","","34","50ML","$0.95","$1.20",
21-585,"US Distilled Products","Kinky Ruby Liqueur 10Pk","","34","50ML","$0.95","$1.20",
21-592,"Dalton Distillery","Hammond 80","","80","50ML","$2.25","$2.50",
21-593,"US Distilled Products","Kinky Aloha Liqueur","","34","50ML","$0.95","$1.20",
21-597,"Fifth Generation","Tito's Handmade Vodka","","80","50ML","$1.95","$2.20",
21-599,"Covington Spirits","Covington Gourmet Vodka -10PK","","80","50ML","$1.95","$2.20",
21-605,"Bogue Sound Distillery","Bombshell Crisp Cucumber Gin","","92","50ML","$1.50","$1.75",
21-606,"Bogue Sound Distillery","Vitzellen Vodka","","85","50ML","$1.50","$1.75",
21-607,"Bogue Sound Distillery","John A P Conoley","002Y","105","50ML","$1.50","$1.75",
21-608,"Bogue Sound Distillery","John A P Conoley Salted Caramel Flv Whiskey","002Y","75","50ML","$1.50","$1.75",
21-667,"Diablo Distilleries","Hell Hound Shine","","80","50ML","$2.75","$3.00",
21-800,"Beam Suntory","Courvoisier VS","","80","100ML","$4.45","$4.95",
21-805,"Heaven Hill","Aristocrat  Vodka","","80","200ML","$1.85","$2.85",
21-806,"Beam Suntory","Courvoisier VS","002Y","80","200ML","$8.45","$9.45",
21-807,"Moet Hennessy","Hennessy VS","","80","100ML","$5.95","$6.45",
21-814,"Constellation Brands","Paul Masson Grande Amber (PET)","003Y","80","100ML","$1.95","$2.45",
21-815,"Beam Suntory","Courvoisier VSOP","004Y","80","200ML","$10.95","$11.95",
21-819,"Beam Suntory","Maker's Mark","","90","200ML","$9.95","$10.95",
21-821,"Brown - Forman","Gentleman Jack","004Y","80","200ML","$9.95","$10.95",
21-822,"MHW/ Crillon","Grande Absente Absinthe Originale","","138","100ML","$10.00","$10.50",
21-823,"Patron Spirits","Patron Silver","","80","200ML","$16.95","$17.95",
21-826,"Brown - Forman","Jack Daniel's TN Honey PET","","70","200ML","$6.95","$7.95",
21-827,"Diageo NA","Crown Royal Vanilla","","70","200ML","$9.45","$10.45",
21-828,"Proximo Spirits","1800 Silver Tequila Reserva","","80","200ML","$10.95","$11.95",
21-831,"Pernod Ricard","Seagram's Peach Twisted Gin","","70","200ML","$2.35","$3.35",
21-832,"Pernod Ricard","Seagram's Pineapple Twisted Gin","","70","200ML","$2.35","$3.35",
21-834,"Moet Hennessy","Hennessy VSOP Privilege","","80","200ML","$15.95","$16.95",
21-836,"Sazerac Co.","Platinum 7X","","80","100ML","$1.75","$2.25",
21-837,"Brown - Forman","Woodford Reserve","","90","200ML","$9.95","$10.95",
21-838,"Remy Cointreau","Remy Martin VSOP","","80","200ML","$13.45","$14.45",
21-839,"Infinium Spirits","Seagram's Extra Smooth","","80","200ML","$3.45","$4.45",
21-841,"Fifth Generation","Tito's Handmade Vodka","","80","200ML","$7.95","$8.95",
21-843,"Diageo NA","Ciroc Pineapple","","70","200ML","$9.95","$10.95",
21-844,"Diageo NA","Ciroc Apple","","70","200ML","$9.95","$10.95",
21-846,"Diageo NA","Ciroc Mango","","70","200ML","$9.95","$10.95",
21-849,"Remy Cointreau","Remy Martin 1738 Accord Royal","","80","200ML","$16.95","$17.95",
